r,u,generated_transitions,expanded_states
2,0xa00a0000,86204,101
2,0xa00b0000,78308,101
2,0xa00c0000,78308,101
2,0xa00d0000,78308,101
2,0xa00e0000,78308,101
2,0xa00f0000,78308,101
2,0xa0100000,7292,101
2,0xa0200000,2960,41
2,0xa0300000,7292,101
2,0xa0400000,2816,41
2,0xa0500000,7292,101
2,0xa0600000,2816,41
2,0xa0700000,7292,101
2,0xa0800000,7214,101
2,0xa0900000,7502,101
2,0xa0a00000,7214,101
2,0xa0b00000,7082,101
2,0xa0c00000,6680,101
2,0xa0d00000,7502,101
2,0xa0e00000,6680,101
2,0xa0f00000,7082,101
2,0xa2000000,376040,41
2,0xa4000000,288056,41
2,0xa6000000,288056,41
2,0xb0000000,98,11
2,0xb0000001,73316,101
2,0xb0000002,35240,41
2,0xb0000003,73316,101
2,0xb0000004,27848,41
2,0xb0000005,73316,101
2,0xb0000006,27848,41
2,0xb0000007,73316,101
2,0xb0000008,80708,101
2,0xb0000009,73316,101
2,0xb000000a,80708,101
2,0xb000000b,73316,101
2,0xb000000c,73316,101
2,0xb000000d,73316,101
2,0xb000000e,73316,101
2,0xb000000f,73316,101
2,0xb0000010,73316,101
2,0xb0000020,35240,41
2,0xb0000030,73316,101
2,0xb0000040,27848,41
2,0xb0000050,73316,101
2,0xb0000060,27848,41
2,0xb0000070,73316,101
2,0xb0000080,80708,101
2,0xb0000090,73316,101
2,0xb00000a0,80708,101
2,0xb00000b0,73316,101
2,0xb00000c0,73316,101
2,0xb00000d0,73316,101
2,0xb00000e0,73316,101
2,0xb00000f0,73316,101
2,0xb0000100,69320,101
2,0xb0000200,32240,41
2,0xb0000300,69320,101
2,0xb0000400,25700,41
2,0xb0000500,68120,101
2,0xb0000600,25700,41
2,0xb0000700,68120,101
2,0xb0000800,73808,101
2,0xb0000900,69020,101
2,0xb0000a00,73808,101
2,0xb0000b00,66020,101
2,0xb0000c00,66668,101
2,0xb0000d00,69020,101
2,0xb0000e00,66668,101
2,0xb0000f00,69020,101
2,0xb0001000,7844,101
2,0xb0002000,3560,41
2,0xb0003000,7844,101
2,0xb0004000,3032,41
2,0xb0005000,7844,101
2,0xb0006000,3032,41
2,0xb0007000,7844,101
2,0xb0008000,8372,101
2,0xb0009000,7844,101
2,0xb000a000,8372,101
2,0xb000b000,7844,101
2,0xb000c000,7844,101
2,0xb000d000,7844,101
2,0xb000e000,7844,101
2,0xb000f000,7844,101
2,0xb0010000,73316,101
2,0xb0020000,35240,41
2,0xb0030000,73316,101
2,0xb0040000,27848,41
2,0xb0050000,73316,101
2,0xb0060000,27848,41
2,0xb0070000,73316,101
2,0xb0080000,80708,101
2,0xb0090000,73316,101
2,0xb00a0000,80708,101
2,0xb00b0000,73316,101
2,0xb00c0000,73316,101
2,0xb00d0000,73316,101
2,0xb00e0000,73316,101
2,0xb00f0000,73316,101
2,0xb0100000,7430,101
2,0xb0200000,3260,41
2,0xb0300000,7430,101
2,0xb0400000,2810,41
2,0xb0500000,7310,101
2,0xb0600000,2810,41
2,0xb0700000,7310,101
2,0xb0800000,7682,101
2,0xb0900000,7400,101
2,0xb0a00000,7682,101
2,0xb0b00000,7100,101
2,0xb0c00000,7172,101
2,0xb0d00000,7400,101
2,0xb0e00000,7172,101
2,0xb0f00000,7400,101
2,0xb2000000,352040,41
2,0xb4000000,269672,41
2,0xb6000000,269672,41
2,0xc0000000,98,11
2,0xc0000001,73316,101
2,0xc0000002,35240,41
2,0xc0000003,73316,101
2,0xc0000004,27848,41
2,0xc0000005,73316,101
2,0xc0000006,27848,41
2,0xc0000007,73316,101
2,0xc0000008,80708,101
2,0xc0000009,73316,101
2,0xc000000a,80708,101
2,0xc000000b,73316,101
2,0xc000000c,73316,101
2,0xc000000d,73316,101
2,0xc000000e,73316,101
2,0xc000000f,73316,101
2,0xc0000010,73316,101
2,0xc0000020,35240,41
2,0xc0000030,73316,101
2,0xc0000040,27848,41
2,0xc0000050,73316,101
2,0xc0000060,27848,41
2,0xc0000070,73316,101
2,0xc0000080,80708,101
2,0xc0000090,73316,101
2,0xc00000a0,80708,101
2,0xc00000b0,73316,101
2,0xc00000c0,73316,101
2,0xc00000d0,73316,101
2,0xc00000e0,73316,101
2,0xc00000f0,73316,101
2,0xc0000100,69368,101
2,0xc0000200,29240,41
2,0xc0000300,69368,101
2,0xc0000400,26048,41
2,0xc0000500,69368,101
2,0xc0000600,26048,41
2,0xc0000700,69368,101
2,0xc0000800,69860,101
2,0xc0000900,72068,101
2,0xc0000a00,69860,101
2,0xc0000b00,66668,101
2,0xc0000c00,61220,101
2,0xc0000d00,72068,101
2,0xc0000e00,61220,101
2,0xc0000f00,66668,101
2,0xc0001000,7844,101
2,0xc0002000,3560,41
2,0xc0003000,7844,101
2,0xc0004000,3032,41
2,0xc0005000,7844,101
2,0xc0006000,3032,41
2,0xc0007000,7844,101
2,0xc0008000,8372,101
2,0xc0009000,7844,101
2,0xc000a000,8372,101
2,0xc000b000,7844,101
2,0xc000c000,7844,101
2,0xc000d000,7844,101
2,0xc000e000,7844,101
2,0xc000f000,7844,101
2,0xc0010000,73316,101
2,0xc0020000,35240,41
2,0xc0030000,73316,101
2,0xc0040000,27848,41
2,0xc0050000,73316,101
2,0xc0060000,27848,41
2,0xc0070000,73316,101
2,0xc0080000,80708,101
2,0xc0090000,73316,101
2,0xc00a0000,80708,101
2,0xc00b0000,73316,101
2,0xc00c0000,73316,101
2,0xc00d0000,73316,101
2,0xc00e0000,73316,101
2,0xc00f0000,73316,101
2,0xc0100000,7442,101
2,0xc0200000,2960,41
2,0xc0300000,7442,101
2,0xc0400000,2852,41
2,0xc0500000,7442,101
2,0xc0600000,2852,41
2,0xc0700000,7442,101
2,0xc0800000,7280,101
2,0xc0900000,7712,101
2,0xc0a00000,7280,101
2,0xc0b00000,7172,101
2,0xc0c00000,6620,101
2,0xc0d00000,7712,101
2,0xc0e00000,6620,101
2,0xc0f00000,7172,101
2,0xc2000000,352040,41
2,0xc4000000,269672,41
2,0xc6000000,269672,41
2,0xd0000000,98,11
2,0xd0000001,73316,101
2,0xd0000002,35240,41
2,0xd0000003,73316,101
2,0xd0000004,27848,41
2,0xd0000005,73316,101
2,0xd0000006,27848,41
2,0xd0000007,73316,101
2,0xd0000008,80708,101
2,0xd0000009,73316,101
2,0xd000000a,80708,101
2,0xd000000b,73316,101
2,0xd000000c,73316,101
2,0xd000000d,73316,101
2,0xd000000e,73316,101
2,0xd000000f,73316,101
2,0xd0000010,73316,101
2,0xd0000020,35240,41
2,0xd0000030,73316,101
2,0xd0000040,27848,41
2,0xd0000050,73316,101
2,0xd0000060,27848,41
2,0xd0000070,73316,101
2,0xd0000080,80708,101
2,0xd0000090,73316,101
2,0xd00000a0,80708,101
2,0xd00000b0,73316,101
2,0xd00000c0,73316,101
2,0xd00000d0,73316,101
2,0xd00000e0,73316,101
2,0xd00000f0,73316,101
2,0xd0000100,68420,101
2,0xd0000200,35240,41
2,0xd0000300,68420,101
2,0xd0000400,25700,41
2,0xd0000500,68420,101
2,0xd0000600,25700,41
2,0xd0000700,68420,101
2,0xd0000800,78008,101
2,0xd0000900,66020,101
2,0xd0000a00,78008,101
2,0xd0000b00,69020,101
2,0xd0000c00,72068,101
2,0xd0000d00,66020,101
2,0xd0000e00,72068,101
2,0xd0000f00,69020,101
2,0xd0001000,7844,101
2,0xd0002000,3560,41
2,0xd0003000,7844,101
2,0xd0004000,3032,41
2,0xd0005000,7844,101
2,0xd0006000,3032,41
2,0xd0007000,7844,101
2,0xd0008000,8372,101
2,0xd0009000,7844,101
2,0xd000a000,8372,101
2,0xd000b000,7844,101
2,0xd000c000,7844,101
2,0xd000d000,7844,101
2,0xd000e000,7844,101
2,0xd000f000,7844,101
2,0xd0010000,73316,101
2,0xd0020000,35240,41
2,0xd0030000,73316,101
2,0xd0040000,27848,41
2,0xd0050000,73316,101
2,0xd0060000,27848,41
2,0xd0070000,73316,101
2,0xd0080000,80708,101
2,0xd0090000,73316,101
2,0xd00a0000,80708,101
2,0xd00b0000,73316,101
2,0xd00c0000,73316,101
2,0xd00d0000,73316,101
2,0xd00e0000,73316,101
2,0xd00f0000,73316,101
2,0xd0100000,7340,101
2,0xd0200000,3560,41
2,0xd0300000,7340,101
2,0xd0400000,2810,41
2,0xd0500000,7340,101
2,0xd0600000,2810,41
2,0xd0700000,7340,101
2,0xd0800000,8102,101
2,0xd0900000,7100,101
2,0xd0a00000,8102,101
2,0xd0b00000,7400,101
2,0xd0c00000,7712,101
2,0xd0d00000,7100,101
2,0xd0e00000,7712,101
2,0xd0f00000,7400,101
2,0xd2000000,352040,41
2,0xd4000000,269672,41
2,0xd6000000,269672,41
2,0xe0000000,98,11
2,0xe0000001,73316,101
2,0xe0000002,35240,41
2,0xe0000003,73316,101
2,0xe0000004,27848,41
2,0xe0000005,73316,101
2,0xe0000006,27848,41
2,0xe0000007,73316,101
2,0xe0000008,80708,101
2,0xe0000009,73316,101
2,0xe000000a,80708,101
2,0xe000000b,73316,101
2,0xe000000c,73316,101
2,0xe000000d,73316,101
2,0xe000000e,73316,101
2,0xe000000f,73316,101
2,0xe0000010,73316,101
2,0xe0000020,35240,41
2,0xe0000030,73316,101
2,0xe0000040,27848,41
2,0xe0000050,73316,101
2,0xe0000060,27848,41
2,0xe0000070,73316,101
2,0xe0000080,80708,101
2,0xe0000090,73316,101
2,0xe00000a0,80708,101
2,0xe00000b0,73316,101
2,0xe00000c0,73316,101
2,0xe00000d0,73316,101
2,0xe00000e0,73316,101
2,0xe00000f0,73316,101
2,0xe0000100,69368,101
2,0xe0000200,29240,41
2,0xe0000300,69368,101
2,0xe0000400,26048,41
2,0xe0000500,69368,101
2,0xe0000600,26048,41
2,0xe0000700,69368,101
2,0xe0000800,69860,101
2,0xe0000900,72068,101
2,0xe0000a00,69860,101
2,0xe0000b00,66668,101
2,0xe0000c00,61220,101
2,0xe0000d00,72068,101
2,0xe0000e00,61220,101
2,0xe0000f00,66668,101
2,0xe0001000,7844,101
2,0xe0002000,3560,41
2,0xe0003000,7844,101
2,0xe0004000,3032,41
2,0xe0005000,7844,101
2,0xe0006000,3032,41
2,0xe0007000,7844,101
2,0xe0008000,8372,101
2,0xe0009000,7844,101
2,0xe000a000,8372,101
2,0xe000b000,7844,101
2,0xe000c000,7844,101
2,0xe000d000,7844,101
2,0xe000e000,7844,101
2,0xe000f000,7844,101
2,0xe0010000,73316,101
2,0xe0020000,35240,41
2,0xe0030000,73316,101
2,0xe0040000,27848,41
2,0xe0050000,73316,101
2,0xe0060000,27848,41
2,0xe0070000,73316,101
2,0xe0080000,80708,101
2,0xe0090000,73316,101
2,0xe00a0000,80708,101
2,0xe00b0000,73316,101
2,0xe00c0000,73316,101
2,0xe00d0000,73316,101
2,0xe00e0000,73316,101
2,0xe00f0000,73316,101
2,0xe0100000,7442,101
2,0xe0200000,2960,41
2,0xe0300000,7442,101
2,0xe0400000,2852,41
2,0xe0500000,7442,101
2,0xe0600000,2852,41
2,0xe0700000,7442,101
2,0xe0800000,7280,101
2,0xe0900000,7712,101
2,0xe0a00000,7280,101
2,0xe0b00000,7172,101
2,0xe0c00000,6620,101
2,0xe0d00000,7712,101
2,0xe0e00000,6620,101
2,0xe0f00000,7172,101
2,0xe2000000,352040,41
2,0xe4000000,269672,41
2,0xe6000000,269672,41
2,0xf0000000,98,11
2,0xf0000001,73316,101
2,0xf0000002,35240,41
2,0xf0000003,73316,101
2,0xf0000004,27848,41
2,0xf0000005,73316,101
2,0xf0000006,27848,41
2,0xf0000007,73316,101
2,0xf0000008,80708,101
2,0xf0000009,73316,101
2,0xf000000a,80708,101
2,0xf000000b,73316,101
2,0xf000000c,73316,101
2,0xf000000d,73316,101
2,0xf000000e,73316,101
2,0xf000000f,73316,101
2,0xf0000010,73316,101
2,0xf0000020,35240,41
2,0xf0000030,73316,101
2,0xf0000040,27848,41
2,0xf0000050,73316,101
2,0xf0000060,27848,41
2,0xf0000070,73316,101
2,0xf0000080,80708,101
2,0xf0000090,73316,101
2,0xf00000a0,80708,101
2,0xf00000b0,73316,101
2,0xf00000c0,73316,101
2,0xf00000d0,73316,101
2,0xf00000e0,73316,101
2,0xf00000f0,73316,101
2,0xf0000100,68120,101
2,0xf0000200,32240,41
2,0xf0000300,68120,101
2,0xf0000400,25700,41
2,0xf0000500,69320,101
2,0xf0000600,25700,41
2,0xf0000700,69320,101
2,0xf0000800,73808,101
2,0xf0000900,69020,101
2,0xf0000a00,73808,101
2,0xf0000b00,69020,101
2,0xf0000c00,66668,101
2,0xf0000d00,69020,101
2,0xf0000e00,66668,101
2,0xf0000f00,66020,101
2,0xf0001000,7844,101
2,0xf00010f0,635480,1001
2,0xf0002000,3560,41
2,0xf000200f,2929040,401
2,0xf00020f0,241520,401
2,0xf0002f00,2637200,401
2,0xf0003000,7844,101
2,0xf0003070,635480,1001
2,0xf00030b0,646040,1001
2,0xf00030d0,638120,1001
2,0xf00030e0,647096,1001
2,0xf0003b00,6065960,1001
2,0xf0003d00,6065960,1001
2,0xf0004000,3032,41
2,0xf000400f,2489744,401
2,0xf00040f0,254720,401
2,0xf0004f00,2241680,401
2,0xf0005000,7844,101
2,0xf0005007,6444008,1001
2,0xf000500b,6444008,1001
2,0xf000500d,6444008,1001
2,0xf000500e,6444008,1001
2,0xf0005070,632840,1001
2,0xf00050b0,635480,1001
2,0xf00050d0,638120,1001
2,0xf00050e0,647096,1001
2,0xf0005b00,6065960,1001
2,0xf0005d00,6065960,1001
2,0xf0005e00,5858984,1001
2,0xf0006000,3032,41
2,0xf0006007,2489744,401
2,0xf000600b,2489744,401
2,0xf000600d,2489744,401
2,0xf000600e,2489744,401
2,0xf0006070,257360,401
2,0xf00060b0,254720,401
2,0xf00060d0,254720,401
2,0xf00060e0,258416,401
2,0xf0006b00,2343680,401
2,0xf0006d00,2343680,401
2,0xf0006e00,2263712,401
2,0xf0007000,7844,101
2,0xf0007003,6444008,1001
2,0xf0007005,6444008,1001
2,0xf0007006,2447504,401
2,0xf0007009,6444008,1001
2,0xf000700a,7094504,1001
2,0xf000700c,6444008,1001
2,0xf0007030,635480,1001
2,0xf0007050,632840,1001
2,0xf0007060,246800,401
2,0xf0007090,638120,1001
2,0xf00070a0,686696,1001
2,0xf00070c0,647096,1001
2,0xf0007500,6092360,1001
2,0xf0007600,2258480,401
2,0xf0007900,6065960,1001
2,0xf0007a00,6487304,1001
2,0xf0007c00,5858984,1001
2,0xf0008000,8372,101
2,0xf00080f0,615416,1001
2,0xf0009000,7844,101
2,0xf0009070,638120,1001
2,0xf00090b0,643400,1001
2,0xf00090d0,617000,1001
2,0xf00090e0,670856,1001
2,0xf0009b00,6065960,1001
2,0xf0009d00,6065960,1001
2,0xf000a000,8372,101
2,0xf000a070,633896,1001
2,0xf000a0b0,615416,1001
2,0xf000a0d0,652376,1001
2,0xf000a0e0,580040,1001
2,0xf000ab00,6479480,1001
2,0xf000ad00,6479480,1001
2,0xf000b000,7844,101
2,0xf000b030,646040,1001
2,0xf000b050,635480,1001
2,0xf000b060,244160,401
2,0xf000b090,643400,1001
2,0xf000b0a0,668216,1001
2,0xf000b0c0,623336,1001
2,0xf000b900,6065960,1001
2,0xf000c000,7844,101
2,0xf000c070,647096,1001
2,0xf000c0b0,623336,1001
2,0xf000c0d0,670856,1001
2,0xf000c0e0,574760,1001
2,0xf000cb00,6065960,1001
2,0xf000cd00,6065960,1001
2,0xf000d000,7844,101
2,0xf000d030,638120,1001
2,0xf000d050,638120,1001
2,0xf000d060,244160,401
2,0xf000d090,617000,1001
2,0xf000d0a0,705176,1001
2,0xf000d0c0,670856,1001
2,0xf000d900,6065960,1001
2,0xf000e000,7844,101
2,0xf000e030,647096,1001
2,0xf000e050,647096,1001
2,0xf000e060,247856,401
2,0xf000e090,670856,1001
2,0xf000e0a0,632840,1001
2,0xf000e0c0,574760,1001
2,0xf000e900,6065960,1001
2,0xf000f000,7844,101
2,0xf000f010,635480,1001
2,0xf000f020,283760,401
2,0xf000f040,244160,401
2,0xf000f080,668216,1001
2,0xf0010000,73316,101
2,0xf0020000,35240,41
2,0xf0030000,73316,101
2,0xf0037000,6444008,1001
2,0xf0040000,27848,41
2,0xf0050000,73316,101
2,0xf0057000,6444008,1001
2,0xf0060000,27848,41
2,0xf0067000,2447504,401
2,0xf0070000,73316,101
2,0xf0075000,6444008,1001
2,0xf0076000,2489744,401
2,0xf0080000,80708,101
2,0xf0090000,73316,101
2,0xf0097000,6444008,1001
2,0xf00a0000,80708,101
2,0xf00a7000,7094504,1001
2,0xf00b0000,73316,101
2,0xf00b5000,6444008,1001
2,0xf00b6000,2489744,401
2,0xf00c0000,73316,101
2,0xf00c00e0,4872680,1001
2,0xf00c7000,6444008,1001
2,0xf00d0000,73316,101
2,0xf00d5000,6444008,1001
2,0xf00d6000,2489744,401
2,0xf00e0000,73316,101
2,0xf00f0000,73316,101
2,0xf0100000,7310,101
2,0xf0200000,3260,41
2,0xf0300000,7310,101
2,0xf0400000,2810,41
2,0xf0500000,7430,101
2,0xf0600000,2810,41
2,0xf0700000,7430,101
2,0xf0800000,7682,101
2,0xf0900000,7400,101
2,0xf0a00000,7682,101
2,0xf0b00000,7400,101
2,0xf0c00000,7172,101
2,0xf0d00000,7400,101
2,0xf0e00000,7172,101
2,0xf0f00000,7100,101
2,0xf2000000,352040,41
2,0xf4000000,269672,41
2,0xf6000000,269672,41
3,0x00000001,139026,198
3,0x00000002,77620,109
3,0x00000003,142402,199
3,0x00000004,122752,172
3,0x00000005,98370,141
3,0x00000006,122752,172
3,0x00000007,97538,146
3,0x00000008,123614,182
3,0x00000009,92234,134
3,0x0000000a,121486,178
3,0x0000000b,98370,141
3,0x0000000c,94498,130
3,0x0000000d,124842,180
3,0x0000000e,93986,131
3,0x0000000f,123778,178
3,0x00000010,1124994,198
3,0x00000020,602644,109
3,0x00000030,1140946,199
3,0x00000040,982912,172
3,0x00000050,711858,141
3,0x00000060,977296,172
3,0x00000070,776882,146
3,0x00000080,996542,182
3,0x00000090,691418,134
3,0x000000a0,940030,178
3,0x000000b0,711858,141
3,0x000000c0,704482,130
3,0x000000d0,992346,180
3,0x000000e0,712706,131
3,0x000000f0,991666,178
3,0x00001000,7290,21
3,0x00002000,1044,6
3,0x00002020,514744,121
3,0x00003000,7290,21
3,0x00004000,6166,13
3,0x00004040,1000342,193
3,0x00005000,6226,19
3,0x00006000,6166,13
3,0x00006060,1013334,189
3,0x00007000,6226,19
3,0x00008000,7296,21
3,0x00009000,7290,21
3,0x0000a000,7296,21
3,0x0000b000,7290,21
3,0x0000c000,4098,15
3,0x0000d000,8226,21
3,0x0000e000,4098,15
3,0x0000f000,8226,21
3,0x00010000,139026,198
3,0x00020000,77620,109
3,0x00030000,142402,199
3,0x00040000,122752,172
3,0x00050000,98370,141
3,0x00060000,122752,172
3,0x00070000,97538,146
3,0x00080000,123614,182
3,0x00090000,92234,134
3,0x000a0000,121486,178
3,0x000b0000,98370,141
3,0x000c0000,94498,130
3,0x000d0000,124842,180
3,0x000e0000,93986,131
3,0x000f0000,123778,178
3,0x00100000,1124994,198
3,0x00200000,602644,109
3,0x00300000,1140946,199
3,0x00400000,982912,172
3,0x00500000,711858,141
3,0x00600000,977296,172
3,0x00700000,776882,146
3,0x00800000,996542,182
3,0x00900000,691418,134
3,0x00a00000,940030,178
3,0x00b00000,711858,141
3,0x00c00000,704482,130
3,0x00d00000,992346,180
3,0x00e00000,712706,131
3,0x00f00000,991666,178
3,0x10000000,7290,21
3,0x20000000,1044,6
3,0x20200000,514744,121
3,0x30000000,7290,21
3,0x40000000,6166,13
3,0x40400000,1000342,193
3,0x50000000,6226,19
3,0x60000000,6166,13
3,0x60600000,1013334,189
3,0x70000000,6226,19
3,0x80000000,7296,21
3,0x90000000,7290,21
3,0xa0000000,7296,21
3,0xb0000000,7290,21
3,0xc0000000,4098,15
3,0xd0000000,8226,21
3,0xe0000000,4098,15
3,0xf0000000,8226,21
