r,u,v
2,0x00000010,0x9dd40000
2,0x00000010,0x9ee70000
2,0x00000010,0x9ff60000
2,0x00000010,0xaaa00000
2,0x00000010,0xacc60000
2,0x00000010,0xb11a0000
2,0x00000010,0xb44f0000
2,0x00000010,0xbbb00000
2,0x00000010,0xbcc70000
2,0x00000010,0xbdd60000
2,0x00000010,0xbee50000
2,0x00000010,0xc8840000
2,0x00000010,0xcaa60000
2,0x00000010,0xcbb70000
2,0x00000010,0xccc00000
2,0x00000010,0xd66b0000
2,0x00000010,0xd9940000
2,0x00000010,0xdbb60000
2,0x00000010,0xdee30000
2,0x00000010,0xe44a0000
2,0x00000010,0xe55b0000
2,0x00000010,0xe7790000
2,0x00000010,0xe9970000
2,0x00000010,0xebb50000
2,0x00000010,0xedd30000
2,0x00000010,0xf11e0000
2,0x00000010,0xf9960000
2,0x00000020,0x18890000
2,0x00000020,0x288a0000
2,0x00000020,0x2ffd0000
2,0x00000020,0x3ccf0000
2,0x00000020,0x588d0000
2,0x00000020,0x688e0000
2,0x00000020,0x6cca0000
2,0x00000020,0x788f0000
2,0x00000020,0x81190000
2,0x00000020,0x822a0000
2,0x00000020,0x855d0000
2,0x00000020,0x866e0000
2,0x00000020,0x877f0000
2,0x00000020,0x88800000
2,0x00000020,0x89910000
2,0x00000020,0x8aa20000
2,0x00000020,0x8dd50000
2,0x00000020,0x8ee60000
2,0x00000020,0x98810000
2,0x00000020,0xa8820000
2,0x00000020,0xaff50000
2,0x00000020,0xbcc70000
2,0x00000020,0xc33f0000
2,0x00000020,0xc66a0000
2,0x00000020,0xcbb70000
2,0x00000020,0xccc00000
2,0x00000020,0xcee20000
2,0x00000020,0xd8850000
2,0x00000020,0xe8860000
2,0x00000020,0xecc20000
2,0x00000020,0xf22d0000
2,0x00000020,0xfaa50000
2,0x00000020,0xfff00000
2,0x00000030,0x11100000
2,0x00000030,0x15540000
2,0x00000030,0x1eef0000
2,0x00000030,0x23310000
2,0x00000030,0x2bb90000
2,0x00000030,0x2cce0000
2,0x00000030,0x32210000
2,0x00000030,0x33300000
2,0x00000030,0x35560000
2,0x00000030,0x399a0000
2,0x00000030,0x3aa90000
2,0x00000030,0x3bb80000
2,0x00000030,0x3ccf0000
2,0x00000030,0x44400000
2,0x00000030,0x51140000
2,0x00000030,0x53360000
2,0x00000030,0x55500000
2,0x00000030,0x66600000
2,0x00000030,0x67710000
2,0x00000030,0x6bbd0000
2,0x00000030,0x6ddb0000
2,0x00000030,0x6ff90000
2,0x00000030,0x76610000
2,0x00000030,0x88800000
2,0x00000030,0x8cc40000
2,0x00000030,0x933a0000
2,0x00000030,0x99900000
2,0x00000030,0x9dd40000
2,0x00000030,0xa3390000
2,0x00000030,0xb2290000
2,0x00000030,0xb3380000
2,0x00000030,0xb66d0000
2,0x00000030,0xc22e0000
2,0x00000030,0xc33f0000
2,0x00000030,0xc8840000
2,0x00000030,0xccc00000
2,0x00000030,0xd66b0000
2,0x00000030,0xd9940000
2,0x00000030,0xddd00000
2,0x00000030,0xe11f0000
2,0x00000030,0xeff10000
2,0x00000030,0xf6690000
2,0x00000030,0xfee10000
2,0x00000040,0x11100000
2,0x00000040,0x16670000
2,0x00000040,0x17760000
2,0x00000040,0x19980000
2,0x00000040,0x1ddc0000
2,0x00000040,0x1ffe0000
2,0x00000040,0x2bb90000
2,0x00000040,0x35560000
2,0x00000040,0x44400000
2,0x00000040,0x4eea0000
2,0x00000040,0x53360000
2,0x00000040,0x55500000
2,0x00000040,0x56630000
2,0x00000040,0x599c0000
2,0x00000040,0x5dd80000
2,0x00000040,0x5eeb0000
2,0x00000040,0x61170000
2,0x00000040,0x65530000
2,0x00000040,0x71160000
2,0x00000040,0x7ee90000
2,0x00000040,0x91180000
2,0x00000040,0x955c0000
2,0x00000040,0x99900000
2,0x00000040,0x9bb20000
2,0x00000040,0xabb10000
2,0x00000040,0xb2290000
2,0x00000040,0xb9920000
2,0x00000040,0xbaa10000
2,0x00000040,0xbbb00000
2,0x00000040,0xbcc70000
2,0x00000040,0xbee50000
2,0x00000040,0xcbb70000
2,0x00000040,0xccc00000
2,0x00000040,0xd11c0000
2,0x00000040,0xd5580000
2,0x00000040,0xddd00000
2,0x00000040,0xdee30000
2,0x00000040,0xe44a0000
2,0x00000040,0xe55b0000
2,0x00000040,0xe7790000
2,0x00000040,0xebb50000
2,0x00000040,0xedd30000
2,0x00000040,0xeff10000
2,0x00000040,0xf11e0000
2,0x00000040,0xfee10000
2,0x00000050,0x13320000
2,0x00000050,0x15540000
2,0x00000050,0x1eef0000
2,0x00000050,0x23310000
2,0x00000050,0x31120000
2,0x00000050,0x32210000
2,0x00000050,0x44400000
2,0x00000050,0x47730000
2,0x00000050,0x4eea0000
2,0x00000050,0x4ffb0000
2,0x00000050,0x51140000
2,0x00000050,0x56630000
2,0x00000050,0x57720000
2,0x00000050,0x5bbe0000
2,0x00000050,0x5ffa0000
2,0x00000050,0x65530000
2,0x00000050,0x74430000
2,0x00000050,0x75520000
2,0x00000050,0x88800000
2,0x00000050,0x8cc40000
2,0x00000050,0x99900000
2,0x00000050,0x9ee70000
2,0x00000050,0xabb10000
2,0x00000050,0xb55e0000
2,0x00000050,0xbaa10000
2,0x00000050,0xc8840000
2,0x00000050,0xddd00000
2,0x00000050,0xe11f0000
2,0x00000050,0xe44a0000
2,0x00000050,0xe9970000
2,0x00000050,0xf44b0000
2,0x00000050,0xf55a0000
2,0x00000060,0x11100000
2,0x00000060,0x13320000
2,0x00000060,0x15540000
2,0x00000060,0x1ddc0000
2,0x00000060,0x299b0000
2,0x00000060,0x2ddf0000
2,0x00000060,0x31120000
2,0x00000060,0x36650000
2,0x00000060,0x399a0000
2,0x00000060,0x3ccf0000
2,0x00000060,0x3dde0000
2,0x00000060,0x3eed0000
2,0x00000060,0x44400000
2,0x00000060,0x4eea0000
2,0x00000060,0x51140000
2,0x00000060,0x55500000
2,0x00000060,0x599c0000
2,0x00000060,0x5eeb0000
2,0x00000060,0x63350000
2,0x00000060,0x7dda0000
2,0x00000060,0x922b0000
2,0x00000060,0x933a0000
2,0x00000060,0x955c0000
2,0x00000060,0x99900000
2,0x00000060,0x9aa30000
2,0x00000060,0x9bb20000
2,0x00000060,0x9ee70000
2,0x00000060,0xa9930000
2,0x00000060,0xadd70000
2,0x00000060,0xb9920000
2,0x00000060,0xbee50000
2,0x00000060,0xc33f0000
2,0x00000060,0xccc00000
2,0x00000060,0xd11c0000
2,0x00000060,0xd22f0000
2,0x00000060,0xd33e0000
2,0x00000060,0xd77a0000
2,0x00000060,0xdaa70000
2,0x00000060,0xddd00000
2,0x00000060,0xdff20000
2,0x00000060,0xe33d0000
2,0x00000060,0xe44a0000
2,0x00000060,0xe55b0000
2,0x00000060,0xe9970000
2,0x00000060,0xebb50000
2,0x00000060,0xeee00000
2,0x00000060,0xfdd20000
2,0x00000070,0x14450000
2,0x00000070,0x19980000
2,0x00000070,0x23310000
2,0x00000070,0x32210000
2,0x00000070,0x36650000
2,0x00000070,0x41150000
2,0x00000070,0x44400000
2,0x00000070,0x45510000
2,0x00000070,0x499d0000
2,0x00000070,0x4dd90000
2,0x00000070,0x54410000
2,0x00000070,0x5dd80000
2,0x00000070,0x63350000
2,0x00000070,0x66600000
2,0x00000070,0x77700000
2,0x00000070,0x7bbc0000
2,0x00000070,0x88800000
2,0x00000070,0x8cc40000
2,0x00000070,0x91180000
2,0x00000070,0x944d0000
2,0x00000070,0x99900000
2,0x00000070,0x9dd40000
2,0x00000070,0xabb10000
2,0x00000070,0xb77c0000
2,0x00000070,0xbaa10000
2,0x00000070,0xc8840000
2,0x00000070,0xd4490000
2,0x00000070,0xd5580000
2,0x00000070,0xd9940000
2,0x00000070,0xddd00000
2,0x00000070,0xeff10000
2,0x00000070,0xfee10000
2,0x00000070,0xfff00000
2,0x00000080,0x16670000
2,0x00000080,0x1aab0000
2,0x00000080,0x1bba0000
2,0x00000080,0x22200000
2,0x00000080,0x2aa80000
2,0x00000080,0x2ffd0000
2,0x00000080,0x35560000
2,0x00000080,0x3ccf0000
2,0x00000080,0x44400000
2,0x00000080,0x46620000
2,0x00000080,0x53360000
2,0x00000080,0x5aaf0000
2,0x00000080,0x5ffa0000
2,0x00000080,0x61170000
2,0x00000080,0x64420000
2,0x00000080,0x66600000
2,0x00000080,0x6bbd0000
2,0x00000080,0x6cca0000
2,0x00000080,0x6ddb0000
2,0x00000080,0x6ff90000
2,0x00000080,0x77700000
2,0x00000080,0x799e0000
2,0x00000080,0x7aad0000
2,0x00000080,0x7ff80000
2,0x00000080,0x88800000
2,0x00000080,0x8ff70000
2,0x00000080,0x977e0000
2,0x00000080,0x9dd40000
2,0x00000080,0xa11b0000
2,0x00000080,0xa2280000
2,0x00000080,0xa55f0000
2,0x00000080,0xa77d0000
2,0x00000080,0xaaa00000
2,0x00000080,0xaff50000
2,0x00000080,0xb11a0000
2,0x00000080,0xb66d0000
2,0x00000080,0xbcc70000
2,0x00000080,0xc33f0000
2,0x00000080,0xc66a0000
2,0x00000080,0xcbb70000
2,0x00000080,0xcee20000
2,0x00000080,0xd66b0000
2,0x00000080,0xd9940000
2,0x00000080,0xecc20000
2,0x00000080,0xf22d0000
2,0x00000080,0xf55a0000
2,0x00000080,0xf6690000
2,0x00000080,0xf7780000
2,0x00000080,0xf8870000
2,0x00000080,0xfaa50000
2,0x00000080,0xfff00000
2,0x00000090,0x14450000
2,0x00000090,0x15540000
2,0x00000090,0x16670000
2,0x00000090,0x1ddc0000
2,0x00000090,0x23310000
2,0x00000090,0x2bb90000
2,0x00000090,0x32210000
2,0x00000090,0x3aa90000
2,0x00000090,0x41150000
2,0x00000090,0x44400000
2,0x00000090,0x45510000
2,0x00000090,0x46620000
2,0x00000090,0x47730000
2,0x00000090,0x499d0000
2,0x00000090,0x4dd90000
2,0x00000090,0x4ffb0000
2,0x00000090,0x51140000
2,0x00000090,0x54410000
2,0x00000090,0x599c0000
2,0x00000090,0x61170000
2,0x00000090,0x64420000
2,0x00000090,0x699f0000
2,0x00000090,0x74430000
2,0x00000090,0x944d0000
2,0x00000090,0x955c0000
2,0x00000090,0x966f0000
2,0x00000090,0x9dd40000
2,0x00000090,0xa3390000
2,0x00000090,0xabb10000
2,0x00000090,0xb2290000
2,0x00000090,0xbaa10000
2,0x00000090,0xccc00000
2,0x00000090,0xd11c0000
2,0x00000090,0xd4490000
2,0x00000090,0xd9940000
2,0x00000090,0xeee00000
2,0x00000090,0xf44b0000
2,0x000000a0,0x12230000
2,0x000000a0,0x16670000
2,0x000000a0,0x1bba0000
2,0x000000a0,0x21130000
2,0x000000a0,0x22200000
2,0x000000a0,0x25570000
2,0x000000a0,0x27750000
2,0x000000a0,0x2aa80000
2,0x000000a0,0x2ffd0000
2,0x000000a0,0x35560000
2,0x000000a0,0x36650000
2,0x000000a0,0x3eed0000
2,0x000000a0,0x44400000
2,0x000000a0,0x46620000
2,0x000000a0,0x52270000
2,0x000000a0,0x53360000
2,0x000000a0,0x57720000
2,0x000000a0,0x61170000
2,0x000000a0,0x63350000
2,0x000000a0,0x64420000
2,0x000000a0,0x67710000
2,0x000000a0,0x6bbd0000
2,0x000000a0,0x6ddb0000
2,0x000000a0,0x72250000
2,0x000000a0,0x75520000
2,0x000000a0,0x76610000
2,0x000000a0,0x77700000
2,0x000000a0,0x7ff80000
2,0x000000a0,0x88800000
2,0x000000a0,0x8ff70000
2,0x000000a0,0x9dd40000
2,0x000000a0,0x9ff60000
2,0x000000a0,0xa2280000
2,0x000000a0,0xaaa00000
2,0x000000a0,0xaff50000
2,0x000000a0,0xb11a0000
2,0x000000a0,0xb66d0000
2,0x000000a0,0xccc00000
2,0x000000a0,0xd66b0000
2,0x000000a0,0xd9940000
2,0x000000a0,0xe33d0000
2,0x000000a0,0xf22d0000
2,0x000000a0,0xf7780000
2,0x000000a0,0xf8870000
2,0x000000a0,0xf9960000
2,0x000000a0,0xfaa50000
2,0x000000b0,0x15540000
2,0x000000b0,0x2bb90000
2,0x000000b0,0x2cce0000
2,0x000000b0,0x33300000
2,0x000000b0,0x388b0000
2,0x000000b0,0x3aa90000
2,0x000000b0,0x44400000
2,0x000000b0,0x51140000
2,0x000000b0,0x688e0000
2,0x000000b0,0x6ff90000
2,0x000000b0,0x7ccb0000
2,0x000000b0,0x7ee90000
2,0x000000b0,0x833b0000
2,0x000000b0,0x866e0000
2,0x000000b0,0x8bb30000
2,0x000000b0,0x8cc40000
2,0x000000b0,0x8ee60000
2,0x000000b0,0x9dd40000
2,0x000000b0,0xa3390000
2,0x000000b0,0xacc60000
2,0x000000b0,0xb2290000
2,0x000000b0,0xb8830000
2,0x000000b0,0xbbb00000
2,0x000000b0,0xc22e0000
2,0x000000b0,0xc77b0000
2,0x000000b0,0xc8840000
2,0x000000b0,0xcaa60000
2,0x000000b0,0xccc00000
2,0x000000b0,0xcff30000
2,0x000000b0,0xd9940000
2,0x000000b0,0xe7790000
2,0x000000b0,0xe8860000
2,0x000000b0,0xf6690000
2,0x000000b0,0xfcc30000
2,0x000000c0,0x27750000
2,0x000000c0,0x2aa80000
2,0x000000c0,0x2bb90000
2,0x000000c0,0x2ffd0000
2,0x000000c0,0x33300000
2,0x000000c0,0x3bb80000
2,0x000000c0,0x72250000
2,0x000000c0,0x7aad0000
2,0x000000c0,0x7ff80000
2,0x000000c0,0x88800000
2,0x000000c0,0x8ff70000
2,0x000000c0,0xa2280000
2,0x000000c0,0xa77d0000
2,0x000000c0,0xabb10000
2,0x000000c0,0xaff50000
2,0x000000c0,0xb2290000
2,0x000000c0,0xb3380000
2,0x000000c0,0xbaa10000
2,0x000000c0,0xbbb00000
2,0x000000c0,0xbcc70000
2,0x000000c0,0xcbb70000
2,0x000000c0,0xccc00000
2,0x000000c0,0xf22d0000
2,0x000000c0,0xf7780000
2,0x000000c0,0xf8870000
2,0x000000c0,0xfaa50000
2,0x000000c0,0xfff00000
2,0x000000d0,0x13320000
2,0x000000d0,0x17760000
2,0x000000d0,0x19980000
2,0x000000d0,0x1ddc0000
2,0x000000d0,0x1ffe0000
2,0x000000d0,0x23310000
2,0x000000d0,0x31120000
2,0x000000d0,0x32210000
2,0x000000d0,0x34470000
2,0x000000d0,0x3aa90000
2,0x000000d0,0x3eed0000
2,0x000000d0,0x43370000
2,0x000000d0,0x44400000
2,0x000000d0,0x46620000
2,0x000000d0,0x4bbf0000
2,0x000000d0,0x56630000
2,0x000000d0,0x599c0000
2,0x000000d0,0x5dd80000
2,0x000000d0,0x64420000
2,0x000000d0,0x65530000
2,0x000000d0,0x699f0000
2,0x000000d0,0x71160000
2,0x000000d0,0x7dda0000
2,0x000000d0,0x7ee90000
2,0x000000d0,0x91180000
2,0x000000d0,0x955c0000
2,0x000000d0,0x966f0000
2,0x000000d0,0xa3390000
2,0x000000d0,0xb44f0000
2,0x000000d0,0xbbb00000
2,0x000000d0,0xbdd60000
2,0x000000d0,0xd11c0000
2,0x000000d0,0xd5580000
2,0x000000d0,0xd77a0000
2,0x000000d0,0xdbb60000
2,0x000000d0,0xdff20000
2,0x000000d0,0xe33d0000
2,0x000000d0,0xe7790000
2,0x000000d0,0xeee00000
2,0x000000d0,0xeff10000
2,0x000000d0,0xf11e0000
2,0x000000d0,0xfdd20000
2,0x000000d0,0xfee10000
2,0x000000e0,0x22200000
2,0x000000e0,0x27750000
2,0x000000e0,0x2bb90000
2,0x000000e0,0x2ffd0000
2,0x000000e0,0x33300000
2,0x000000e0,0x3bb80000
2,0x000000e0,0x3ccf0000
2,0x000000e0,0x72250000
2,0x000000e0,0x7aad0000
2,0x000000e0,0x88800000
2,0x000000e0,0x8ff70000
2,0x000000e0,0xa77d0000
2,0x000000e0,0xaaa00000
2,0x000000e0,0xabb10000
2,0x000000e0,0xaff50000
2,0x000000e0,0xb2290000
2,0x000000e0,0xb3380000
2,0x000000e0,0xbaa10000
2,0x000000e0,0xc33f0000
2,0x000000e0,0xccc00000
2,0x000000e0,0xf22d0000
2,0x000000e0,0xf8870000
2,0x000000e0,0xfaa50000
2,0x000000e0,0xfff00000
2,0x000000f0,0x11100000
2,0x000000f0,0x16670000
2,0x000000f0,0x1ddc0000
2,0x000000f0,0x23310000
2,0x000000f0,0x27750000
2,0x000000f0,0x288a0000
2,0x000000f0,0x2aa80000
2,0x000000f0,0x32210000
2,0x000000f0,0x36650000
2,0x000000f0,0x399a0000
2,0x000000f0,0x3aa90000
2,0x000000f0,0x55500000
2,0x000000f0,0x599c0000
2,0x000000f0,0x5bbe0000
2,0x000000f0,0x61170000
2,0x000000f0,0x63350000
2,0x000000f0,0x67710000
2,0x000000f0,0x699f0000
2,0x000000f0,0x6ff90000
2,0x000000f0,0x72250000
2,0x000000f0,0x76610000
2,0x000000f0,0x77700000
2,0x000000f0,0x788f0000
2,0x000000f0,0x799e0000
2,0x000000f0,0x7dda0000
2,0x000000f0,0x822a0000
2,0x000000f0,0x877f0000
2,0x000000f0,0x88800000
2,0x000000f0,0x8aa20000
2,0x000000f0,0x8ff70000
2,0x000000f0,0x933a0000
2,0x000000f0,0x955c0000
2,0x000000f0,0x966f0000
2,0x000000f0,0x977e0000
2,0x000000f0,0x9ee70000
2,0x000000f0,0x9ff60000
2,0x000000f0,0xa2280000
2,0x000000f0,0xa3390000
2,0x000000f0,0xa8820000
2,0x000000f0,0xaff50000
2,0x000000f0,0xb55e0000
2,0x000000f0,0xbbb00000
2,0x000000f0,0xd11c0000
2,0x000000f0,0xd77a0000
2,0x000000f0,0xdee30000
2,0x000000f0,0xdff20000
2,0x000000f0,0xe9970000
2,0x000000f0,0xedd30000
2,0x000000f0,0xeee00000
2,0x000000f0,0xf6690000
2,0x000000f0,0xf8870000
2,0x000000f0,0xf9960000
2,0x000000f0,0xfaa50000
2,0x000000f0,0xfdd20000
2,0x000000f0,0xfff00000
2,0x00000100,0x04044440
2,0x00000100,0x0404eee0
2,0x00000100,0x0b0bbcc7
2,0x00000100,0x0b0bcbb7
2,0x00000100,0x0c0cbbb0
2,0x00000100,0x0c0cccc0
2,0x00000100,0x0e0e4eea
2,0x00000100,0x0e0ee44a
2,0x00000200,0x0707788f
2,0x00000200,0x0707877f
2,0x00000200,0x08087770
2,0x00000200,0x08088880
2,0x00000200,0x0808ccc0
2,0x00000200,0x0808fff0
2,0x00000200,0x0c0c8cc4
2,0x00000200,0x0c0cc884
2,0x00000200,0x0f0f8ff7
2,0x00000200,0x0f0ff887
2,0x00000300,0x03033ccf
2,0x00000300,0x0303c33f
2,0x00000300,0x04044440
2,0x00000300,0x04046660
2,0x00000300,0x06064662
2,0x00000300,0x06066442
2,0x00000300,0x0c0c3330
2,0x00000300,0x0c0cccc0
2,0x00000400,0x01011110
2,0x00000400,0x01015550
2,0x00000400,0x01019990
2,0x00000400,0x0101ddd0
2,0x00000400,0x05051554
2,0x00000400,0x05055114
2,0x00000400,0x05059dd4
2,0x00000400,0x0505d994
2,0x00000400,0x09091998
2,0x00000400,0x09095dd8
2,0x00000400,0x09099118
2,0x00000400,0x0909d558
2,0x00000400,0x0d0d1ddc
2,0x00000400,0x0d0d599c
2,0x00000400,0x0d0d955c
2,0x00000400,0x0d0dd11c
2,0x00000500,0x01011554
2,0x00000500,0x01015114
2,0x00000500,0x0404eee0
2,0x00000500,0x05051110
2,0x00000500,0x05055550
2,0x00000500,0x0505eee0
2,0x00000500,0x0e0e4eea
2,0x00000500,0x0e0e5eeb
2,0x00000500,0x0e0ee44a
2,0x00000500,0x0e0ee55b
2,0x00000600,0x01011998
2,0x00000600,0x01015dd8
2,0x00000600,0x01019118
2,0x00000600,0x0101d558
2,0x00000600,0x05051ddc
2,0x00000600,0x0505599c
2,0x00000600,0x0505955c
2,0x00000600,0x0505d11c
2,0x00000600,0x09091110
2,0x00000600,0x09095550
2,0x00000600,0x09099990
2,0x00000600,0x0909ddd0
2,0x00000600,0x0d0d1554
2,0x00000600,0x0d0d5114
2,0x00000600,0x0d0d9dd4
2,0x00000600,0x0d0dd994
2,0x00000700,0x04046660
2,0x00000700,0x06064662
2,0x00000700,0x06066442
2,0x00000700,0x06066ddb
2,0x00000700,0x0606d66b
2,0x00000700,0x09099dd4
2,0x00000700,0x0909d994
2,0x00000700,0x0d0d6660
2,0x00000700,0x0d0d9990
2,0x00000700,0x0d0dddd0
2,0x00000800,0x02022220
2,0x00000800,0x02022aa8
2,0x00000800,0x02027770
2,0x00000800,0x02027ff8
2,0x00000800,0x0202a228
2,0x00000800,0x0202aaa0
2,0x00000800,0x0202f778
2,0x00000800,0x0202fff0
2,0x00000800,0x07072775
2,0x00000800,0x07072ffd
2,0x00000800,0x07077225
2,0x00000800,0x07077aad
2,0x00000800,0x0707a77d
2,0x00000800,0x0707aff5
2,0x00000800,0x0707f22d
2,0x00000800,0x0707faa5
2,0x00000800,0x0a0a2220
2,0x00000800,0x0a0a2aa8
2,0x00000800,0x0a0a7770
2,0x00000800,0x0a0a7ff8
2,0x00000800,0x0a0aa228
2,0x00000800,0x0a0aaaa0
2,0x00000800,0x0a0af778
2,0x00000800,0x0a0afff0
2,0x00000800,0x0f0f2775
2,0x00000800,0x0f0f2ffd
2,0x00000800,0x0f0f7225
2,0x00000800,0x0f0f7aad
2,0x00000800,0x0f0fa77d
2,0x00000800,0x0f0faff5
2,0x00000800,0x0f0ff22d
2,0x00000800,0x0f0ffaa5
2,0x00000900,0x03034440
2,0x00000900,0x04043447
2,0x00000900,0x04044337
2,0x00000900,0x04044662
2,0x00000900,0x04044bbf
2,0x00000900,0x04044eea
2,0x00000900,0x04046442
2,0x00000900,0x0404b44f
2,0x00000900,0x0404e44a
2,0x00000900,0x06064440
2,0x00000900,0x06066660
2,0x00000900,0x0b0b4440
2,0x00000900,0x0e0e4440
2,0x00000900,0x0e0eeee0
2,0x00000a00,0x02022220
2,0x00000a00,0x02022aa8
2,0x00000a00,0x02027770
2,0x00000a00,0x02027ff8
2,0x00000a00,0x0202a228
2,0x00000a00,0x0202aaa0
2,0x00000a00,0x0202f778
2,0x00000a00,0x0202fff0
2,0x00000a00,0x07072775
2,0x00000a00,0x07072ffd
2,0x00000a00,0x07077225
2,0x00000a00,0x07077aad
2,0x00000a00,0x0707a77d
2,0x00000a00,0x0707aff5
2,0x00000a00,0x0707f22d
2,0x00000a00,0x0707faa5
2,0x00000a00,0x0a0a2220
2,0x00000a00,0x0a0a2aa8
2,0x00000a00,0x0a0a7770
2,0x00000a00,0x0a0a7ff8
2,0x00000a00,0x0a0aa228
2,0x00000a00,0x0a0aaaa0
2,0x00000a00,0x0a0af778
2,0x00000a00,0x0a0afff0
2,0x00000a00,0x0f0f2775
2,0x00000a00,0x0f0f2ffd
2,0x00000a00,0x0f0f7225
2,0x00000a00,0x0f0f7aad
2,0x00000a00,0x0f0fa77d
2,0x00000a00,0x0f0faff5
2,0x00000a00,0x0f0ff22d
2,0x00000a00,0x0f0ffaa5
2,0x00000b00,0x0303ccc0
2,0x00000b00,0x0606ccc0
2,0x00000b00,0x08088cc4
2,0x00000b00,0x0808c884
2,0x00000b00,0x0b0bccc0
2,0x00000b00,0x0c0c3ccf
2,0x00000b00,0x0c0c6cca
2,0x00000b00,0x0c0c8880
2,0x00000b00,0x0c0cbcc7
2,0x00000b00,0x0c0cc33f
2,0x00000b00,0x0c0cc66a
2,0x00000b00,0x0c0ccbb7
2,0x00000b00,0x0c0ccee2
2,0x00000b00,0x0c0cecc2
2,0x00000b00,0x0e0eccc0
2,0x00000c00,0x02022220
2,0x00000c00,0x02022331
2,0x00000c00,0x02022775
2,0x00000c00,0x02022bb9
2,0x00000c00,0x02022ffd
2,0x00000c00,0x02023221
2,0x00000c00,0x02023aa9
2,0x00000c00,0x02027225
2,0x00000c00,0x02027aad
2,0x00000c00,0x0202a339
2,0x00000c00,0x0202a77d
2,0x00000c00,0x0202aaa0
2,0x00000c00,0x0202abb1
2,0x00000c00,0x0202aff5
2,0x00000c00,0x0202b229
2,0x00000c00,0x0202baa1
2,0x00000c00,0x0202f22d
2,0x00000c00,0x0202faa5
2,0x00000c00,0x03032220
2,0x00000c00,0x03032aa8
2,0x00000c00,0x03033330
2,0x00000c00,0x03033bb8
2,0x00000c00,0x0303a228
2,0x00000c00,0x0303aaa0
2,0x00000c00,0x0303b338
2,0x00000c00,0x0303bbb0
2,0x00000c00,0x07072220
2,0x00000c00,0x07072aa8
2,0x00000c00,0x07077770
2,0x00000c00,0x07077ff8
2,0x00000c00,0x0707a228
2,0x00000c00,0x0707aaa0
2,0x00000c00,0x0707f778
2,0x00000c00,0x0707fff0
2,0x00000c00,0x0a0a2331
2,0x00000c00,0x0a0a2775
2,0x00000c00,0x0a0a2aa8
2,0x00000c00,0x0a0a2bb9
2,0x00000c00,0x0a0a2ffd
2,0x00000c00,0x0a0a3221
2,0x00000c00,0x0a0a3aa9
2,0x00000c00,0x0a0a7225
2,0x00000c00,0x0a0a7aad
2,0x00000c00,0x0a0aa228
2,0x00000c00,0x0a0aa339
2,0x00000c00,0x0a0aa77d
2,0x00000c00,0x0a0aabb1
2,0x00000c00,0x0a0aaff5
2,0x00000c00,0x0a0ab229
2,0x00000c00,0x0a0abaa1
2,0x00000c00,0x0a0af22d
2,0x00000c00,0x0a0afaa5
2,0x00000c00,0x0b0b2220
2,0x00000c00,0x0b0b2aa8
2,0x00000c00,0x0b0b3330
2,0x00000c00,0x0b0b3bb8
2,0x00000c00,0x0b0ba228
2,0x00000c00,0x0b0baaa0
2,0x00000c00,0x0b0bb338
2,0x00000c00,0x0b0bbbb0
2,0x00000c00,0x0f0f2220
2,0x00000c00,0x0f0f2aa8
2,0x00000c00,0x0f0f7770
2,0x00000c00,0x0f0f7ff8
2,0x00000c00,0x0f0fa228
2,0x00000c00,0x0f0faaa0
2,0x00000c00,0x0f0ff778
2,0x00000c00,0x0f0ffff0
2,0x00000d00,0x04044662
2,0x00000d00,0x04044773
2,0x00000d00,0x04044eea
2,0x00000d00,0x04044ffb
2,0x00000d00,0x04046442
2,0x00000d00,0x04047443
2,0x00000d00,0x0404e44a
2,0x00000d00,0x0404f44b
2,0x00000d00,0x06064440
2,0x00000d00,0x06066660
2,0x00000d00,0x07074440
2,0x00000d00,0x0e0e4440
2,0x00000d00,0x0e0eeee0
2,0x00000d00,0x0f0f4440
2,0x00000e00,0x02022331
2,0x00000e00,0x02022775
2,0x00000e00,0x02022aa8
2,0x00000e00,0x02022bb9
2,0x00000e00,0x02022ffd
2,0x00000e00,0x02023221
2,0x00000e00,0x02023aa9
2,0x00000e00,0x02027225
2,0x00000e00,0x02027aad
2,0x00000e00,0x0202a228
2,0x00000e00,0x0202a339
2,0x00000e00,0x0202a77d
2,0x00000e00,0x0202abb1
2,0x00000e00,0x0202aff5
2,0x00000e00,0x0202b229
2,0x00000e00,0x0202baa1
2,0x00000e00,0x0202f22d
2,0x00000e00,0x0202faa5
2,0x00000e00,0x03032220
2,0x00000e00,0x03032aa8
2,0x00000e00,0x03033330
2,0x00000e00,0x03033bb8
2,0x00000e00,0x0303a228
2,0x00000e00,0x0303aaa0
2,0x00000e00,0x0303b338
2,0x00000e00,0x0303bbb0
2,0x00000e00,0x07072220
2,0x00000e00,0x07072aa8
2,0x00000e00,0x07077770
2,0x00000e00,0x07077ff8
2,0x00000e00,0x0707a228
2,0x00000e00,0x0707aaa0
2,0x00000e00,0x0707f778
2,0x00000e00,0x0707fff0
2,0x00000e00,0x0a0a2220
2,0x00000e00,0x0a0a2331
2,0x00000e00,0x0a0a2775
2,0x00000e00,0x0a0a2bb9
2,0x00000e00,0x0a0a2ffd
2,0x00000e00,0x0a0a3221
2,0x00000e00,0x0a0a3aa9
2,0x00000e00,0x0a0a7225
2,0x00000e00,0x0a0a7aad
2,0x00000e00,0x0a0aa339
